2015-05-29, 080,110, 100,086, 110,103, 050,089, 250,110
2015-06-06, 085,099, 100,092, 105,122, 050,088, 260,137
2015-06-16, 085,103, 100,093, 115,110, 050,100, 275,133
2015-06-28, 090,094, 100,099, 120,107, 050,092, 300,113
2015-07-05, 090,106, 100,110, 125,107, 050,088, 310,110
2015-07-12, 095,093, 105,096, 130,104, 050,092, 320,136
